Episode,Score,Invalid Moves,Highest Tile,Total Reward,Epsilon
463,300,0,32,88.64878042835362,0.1
464,1556,0,128,291.863026539004,0.1
465,1432,0,128,278.12707772106324,0.1
466,872,0,64,180.4695900091043,0.1
467,592,0,64,144.44220321371654,0.1
468,1852,0,128,357.64229083624735,0.1
469,680,0,64,153.05665007663555,0.1
470,1584,0,128,285.3207635394584,0.1
471,1744,0,128,330.55506231320305,0.1
472,1132,0,128,230.11021456168348,0.1
473,2452,0,256,389.5205142509637,0.1
474,1380,0,128,249.03141869198248,0.1
475,1232,0,128,230.4948836745206,0.1
476,780,0,64,186.24251478297552,0.1
477,952,0,64,217.86357579952832,0.1
478,1024,0,128,191.0335096746477,0.1
479,1144,0,128,212.9992362426701,0.1
480,1012,0,128,195.8293002202444,0.1
481,924,0,64,212.03169332224482,0.1
482,580,0,64,135.56100264478505,0.1
483,1112,0,128,212.34781342382047,0.1
484,552,0,64,132.45272684972474,0.1
485,1060,0,128,190.38208685579804,0.1
486,1172,0,128,223.69066262288723,0.1
487,732,0,64,168.80582505453734,0.1
488,1272,0,128,263.3550369714358,0.1
489,580,0,64,134.85062212252308,0.1
490,940,0,64,195.24642641265623,0.1
491,1372,0,128,259.9210497669506,0.1
492,800,0,64,184.55500003243912,0.1
493,1212,0,128,223.62690926555035,0.1
494,936,0,64,203.41245080540122,0.1
495,792,0,64,194.86175729981912,0.1
496,696,0,64,159.53995537276865,0.1
497,1408,0,128,289.0804621533685,0.1
498,1796,0,128,346.6889064039421,0.1
499,700,0,64,158.5038634410819,0.1
500,900,0,64,192.784777782521,0.1
